Hugo_Symbol,TCGA-AC-A2BM-01A-11R-A21T-07,TCGA-A8-A075-01A-11R-A084-07,TCGA-A2-A0EM-01A-11R-A034-07,TCGA-A7-A3J1-01A-11R-A213-07,TCGA-BH-A0BO-01A-23R-A12D-07,TCGA-A8-A08L-01A-11R-A00Z-07,TCGA-AN-A0FW-01A-11R-A034-07,TCGA-E2-A1L9-01A-11R-A13Q-07,TCGA-E2-A15K-01A-11R-A12P-07,TCGA-C8-A8HP-01A-11R-A36F-07,TCGA-AC-A3OD-01A-11R-A21T-07,TCGA-AN-A0AT-01A-11R-A034-07,TCGA-A7-A0DC-01A-11R-A00Z-07,TCGA-AR-A1AU-01A-11R-A12P-07,TCGA-E9-A228-01A-31R-A157-07,TCGA-A2-A0D2-01A-21R-A034-07,TCGA-E2-A1AZ-01A-11R-A12P-07,TCGA-D8-A1XF-01A-11R-A14D-07,TCGA-AR-A1AH-01A-11R-A12D-07,TCGA-AN-A03Y-01A-21R-A00Z-07,TCGA-BH-A0HQ-01A-11R-A034-07,TCGA-A8-A090-01A-11R-A00Z-07,TCGA-AC-A3BB-01A-21R-A19W-07,TCGA-A8-A08B-01A-11R-A00Z-07,TCGA-EW-A1PC-01B-11R-A21T-07,TCGA-A8-A081-01A-11R-A00Z-07,TCGA-C8-A12O-01A-11R-A115-07
MAP1LC3B,961.07,902.89,743.43,988.12,1259.69,1008.9,890.44,1685.71,624.99,2061.24,563.18,1277.29,981.29,1508.65,1870.53,2061.24,1832.01,1721.16,902.89,733.19,743.43,842.36,915.51,674.59,660.68,1037.29,1313.23
CAPS,563.18,1745.2,155.5,1605.83,154.42,7230.1,808,1781.89,356.05,2335.28,1242.34,633.73,529.06,3690.52,967.76,2434.5,271.48,1572.76,139.07,995,785.88,503.95,379.04,2209.26,5076.84,13306.94,2287.2
TRAPPC2P1,279.14,361.04,473.41,351.14,373.81,371.22,463.65,358.54,336.79,571.05,363.56,460.44,395.18,299.25,480.04,463.65,348.71,202.66,599.49,624.99,373.81,384.34,466.88,202.66,392.44,327.56,120.1
LILRB1,90.14,132.44,49.91,231.32,100.13,108.14,18.56,108.9,92.7,163.28,108.14,70.51,12.45,58.3,61.68,88.26,140.04,39.22,26.67,57.89,43.94,115.97,111.21,130.6,32.59,88.88,131.51
DHRS2,17.51,112.77,27.44,785.88,23.08,41.81,70.01,120.1,170.25,1225.22,1697.45,2.89,1427.22,19618.49,4298.64,20.11,9.7,1001.93,27.05,493.56,312,34.02,679.29,19.25,49.56,4769.75,4802.93
AC024940.1,0,0.71,1.38,1.66,0,3.89,0.36,1.01,0,4.17,12.93,3.56,1.51,2.46,0.36,0,2.68,0.33,1.5,1.39,2.05,0,1.66,0,2.63,3.11,1.77
SP5,0.82,1.28,1.27,8.25,23.08,2.61,3.17,7,18.97,150.17,13.93,1.57,0.8,7.34,57.08,0.48,5.19,3.53,0.8,12.64,10,7.51,21.78,120.1,13.83,0.83,0.53
RP11-383H13.1,29.7,84.63,71.5,94.67,66.18,51.71,32.59,165.57,46.84,44.25,61.68,15.68,11.38,101.54,48.52,37.32,104.42,38.95,26.86,29.27,92.05,51.35,79.45,15.45,17.9,26.47,115.97
DMBT1,0,59.97,0.97,0.61,3.89,0.3,13.62,13.83,0.28,2.94,4.9,0,0,3,0.31,2.05,0,0,0.84,0.32,9.63,0.58,0.61,13.62,1.38,0.28,0.33
WIPF2,348.71,363.56,447.82,493.56,406.31,514.56,299.25,400.71,346.29,679.29,343.89,226.54,389.72,420.68,728.11,172.65,336.79,616.37,217.27,283.05,507.46,674.59,215.77,1769.57,567.1,579.04,395.18
OIT3,0.6,5.96,1.35,0.34,2.68,8.99,3.69,15,1.2,2.71,3.35,3.44,2.05,0,21.78,11.47,2.61,0.93,2.03,0,1.35,3.92,3.53,0.64,0.58,7.17,4.06
TMEM232,82.87,13.42,15.56,28.86,37.59,10.71,32.59,30.12,4.82,6.46,122.64,6.36,46.18,73.54,72.52,2.48,18.97,33.06,16.15,22.75,56.28,24.11,51.35,45.53,13.32,30.12,14.35
INHA,91.41,47.17,0.95,87.65,3.63,14.24,2.51,12.64,1.55,409.15,7.75,4.82,187.71,35,45.21,14.56,0,346.29,34.51,5.87,7.34,18.97,14.89,42.71,7.57,1757.34,9.06
RPL39,61999.83,31215.04,78476.96,33455.53,59063.35,58655.36,179048.63,66912.05,55107.99,38164.99,73221.53,115696.65,92680.9,65082.31,84109.6,89523.81,130165.62,42937.97,143430.26,124863.17,65082.31,47313.67,107203.06,181548.07,81809.59,74243.68,81244.48
ATP2B4,830.75,780.44,1350.18,669.92,688.78,974.5,665.29,2119.22,813.63,836.53,748.61,595.34,285.03,1081.39,325.29,490.14,1104.13,1540.37,493.56,1051.79,872.1,518.15,842.36,896.64,395.18,723.08,674.59
PRKAG2,583.07,142.01,423.61,435.55,460.44,226.54,190.34,400.71,267.73,262.2,339.14,189.02,381.68,305.55,389.72,450.94,633.73,476.71,514.56,186.4,299.25,420.68,318.57,255,229.72,65.72,403.5
SBK1,151.22,85.22,108.14,163.28,48.52,693.58,339.14,426.57,493.56,1081.39,55.89,264.03,242.88,167.9,450.94,400.71,273.37,435.55,660.68,102.97,316.37,119.26,223.41,309.83,346.29,493.56,154.42
PTPRH,5.77,52.08,1.53,4.54,49.21,29.48,53.57,32.82,18.7,62.12,5.45,9.41,2.92,30.12,4.35,8.06,10.39,256.78,1.66,4.39,15.11,7.46,13.93,7.34,4.35,25.91,13.72
MFSD6,915.51,738.29,830.75,555.41,612.11,1295.13,423.61,246.28,447.82,713.11,802.41,836.53,24.63,1111.82,2209.26,234.57,660.68,764.36,1127.35,267.73,525.39,791.35,356.05,406.31,575.03,708.18,500.46
PCP4L1,0.97,120.1,10.39,6.16,26.47,301.33,7.57,8.25,41.22,316.37,5.15,2.63,3.06,9.34,5.41,0.37,6.94,0.37,7.63,7.46,6.78,5.28,10.31,218.79,269.6,323.03,19.68
IL12RB1,38.12,42.41,20.56,107.38,34.75,64.8,25.91,27.25,53.95,101.54,81.71,41.81,1.91,17.38,13.83,49.91,74.58,17.64,10.16,42.71,21.16,48.52,117.6,16.03,10.55,70.51,49.56
GOLGA7B,0.35,0,0,1.39,0.74,6.78,0.75,1.07,0.35,2.18,2.73,0,0,1.85,0.39,0,1.07,1.31,0.96,0,0.39,0.35,0.71,0,0.33,1,0.39
MFSD2B,2.66,1,12.18,4.17,3.38,5.73,3.06,2.94,5.11,13.03,3.38,13.72,6.21,2.73,6.36,17.13,2.92,2.73,12.09,1.68,4.7,3.03,1.27,2.78,3.72,1.2,5.15
ARL10,18.29,36.27,43.32,54.72,52.82,18.84,23.93,47.84,22.1,12.83,43.32,59.55,35.25,44.89,51.71,17.38,58.3,6.21,18.56,22.43,32.59,14.67,23.76,22.43,53.57,11.3,67.12
VCPKMT,87.03,127,103.69,93.35,175.07,158.79,116.78,148.09,181.28,189.02,138.1,150.17,120.1,125.24,100.13,122.64,161.02,186.4,287.01,91.41,75.11,75.64,151.22,158.79,297.17,127,95.34
ROMO1,7032.37,3665.02,3212.66,4066.71,2384.37,6079.61,5403.7,2915.45,3847.29,5403.7,3928.15,10512.82,5441.3,2434.5,4123.49,5633.22,2573.36,1950,5292.48,6426.31,4937.99,4671.57,5995.9,5831.91,22380.2,5913.33,2758.13
PSMD4,4388.98,3018.3,6121.9,4328.55,2935.74,5292.48,7230.1,5517.27,5633.22,3491.39,3257.52,5329.3,2875.3,2796.65,3349.13,5479.15,6699.25,4066.71,3794.3,6471.02,6337.83,7911.95,4869.99,7589.61,8778.97,3419.52,3257.52
NEK7,703.28,967.76,954.43,665.29,612.11,305.55,1127.35,432.53,409.15,323.03,1551.09,529.06,299.25,555.41,409.15,246.28,647.07,612.11,723.08,624.99,536.45,764.36,379.04,500.46,325.29,693.58,599.49
ENPP5,242.88,169.07,170.25,336.79,221.86,454.09,406.31,379.04,1447.15,4.98,1250.98,224.97,559.28,167.9,265.87,36.53,137.14,70.51,161.02,361.04,974.5,536.45,387.02,387.02,334.46,620.67,366.09
ZNF549,92.7,165.57,25.17,116.78,105.89,126.12,122.64,40.64,55.49,81.14,232.94,99.43,144.01,89.51,137.14,95.34,140.04,10.55,220.32,17.51,82.87,23.25,64.8,79.45,58.71,181.28,33.78
ZNF366,15.91,10.96,14.89,62.12,57.49,25.35,20.56,8.99,12.09,7.94,32.13,4.54,6.31,36.53,18.43,15.8,40.07,10.24,9.78,11.91,22.26,19.97,21.78,0.35,4.1,12.93,13.52
UPK3A,2.25,1.27,37.05,25.35,14.78,18.16,2.89,3.76,76.71,17.13,9.7,1.79,0,5.59,1.89,3.72,2.78,0,3.06,2.23,23.25,3.76,37.05,8.92,131.51,389.72,27.84
CMTM5,0,1.03,2.68,3.2,3.99,0.65,2.71,0.34,0,0,5.02,21.47,0.6,6.41,1.68,2.41,0.67,0.93,0.89,0,5.28,0,2.25,0,0,0.93,1.04
C1D,785.88,728.11,713.11,429.54,500.46,693.58,753.83,567.1,525.39,651.58,540.19,629.35,473.41,417.77,825,368.65,466.88,743.43,583.07,426.57,525.39,599.49,571.05,607.87,665.29,961.07,473.41
RFX1,109.66,169.07,131.51,334.46,138.1,214.27,169.07,128.79,198.47,205.5,63.89,120.1,107.38,187.71,155.5,104.42,177.53,142.01,111.21,169.07,241.19,127,283.05,96.01,123.5,142.01,96.68
ASXL1,819.3,733.19,476.71,764.36,738.29,540.19,748.61,403.5,450.94,327.56,819.3,802.41,1119.56,500.46,417.77,802.41,928.3,638.15,802.41,775.05,476.71,547.75,463.65,441.64,1605.83,684.02,551.56
MSTN,0.65,0.73,0.39,1.99,2.1,1,2.46,1.71,0.35,1.07,24.11,1.33,1.23,2.81,45.21,0.35,1.04,1.28,0.34,2.43,2.76,6.41,3.92,0,2.36,0.66,0
PCDHB14,15.11,18.03,33.3,75.11,77.79,187.71,50.63,63,15.8,68.55,202.66,34.02,50.63,95.34,33.78,20.56,158.79,17.64,44.89,36.79,72.01,67.59,80.57,15.45,14.24,16.03,83.45
BIRC2,748.61,769.69,563.18,559.28,981.29,361.04,414.87,808,379.04,412,1008.9,473.41,389.72,595.34,848.22,693.58,1295.13,540.19,1268.46,307.69,438.59,934.76,583.07,915.51,497,493.56,764.36
DSC2,89.51,171.45,80.57,146.03,435.55,703.28,38.12,303.44,412,221.86,511,4869.99,204.07,153.34,297.17,1225.22,974.5,521.76,1208.34,27.44,376.41,81.71,185.11,124.37,305.55,232.94,271.48
NBEAL2,902.89,1135.2,307.69,1127.35,397.93,733.19,738.29,543.96,1066.48,1477.58,336.79,1088.92,318.57,896.64,457.25,493.56,432.53,813.63,356.05,1397.83,759.08,483.38,825,497,656.11,928.3,503.95
ZNF781,15.22,7.88,10.88,13.22,27.84,23.08,41.22,47.17,13.22,20.41,29.48,11.21,18.29,16.88,25.54,20.26,16.03,3.47,6.57,9.27,27.05,8.06,75.11,1.97,27.05,3.47,8.71
MRTO4,551.56,521.76,607.87,563.18,842.36,693.58,607.87,543.96,493.56,476.71,325.29,896.64,796.86,808,454.09,1044.52,1331.57,463.65,825,733.19,620.67,514.56,521.76,796.86,591.22,503.95,884.29
AP4M1,780.44,376.41,620.67,547.75,493.56,1088.92,476.71,679.29,514.56,941.27,497,353.59,460.44,503.95,599.49,679.29,703.28,759.08,836.53,457.25,698.41,555.41,775.05,507.46,902.89,417.77,295.11
AP2A2,718.08,842.36,1066.48,1104.13,842.36,616.37,688.78,988.12,780.44,1023,612.11,884.29,928.3,1551.09,591.22,988.12,624.99,2148.82,607.87,921.88,860.08,629.35,1250.98,909.17,759.08,728.11,1030.12
BRMS1,583.07,1369.04,1015.93,1259.69,830.75,1175.27,1733.13,830.75,3982.99,995,988.12,1508.65,1508.65,1277.29,1286.18,1857.6,1104.13,616.37,1286.18,1551.09,1119.56,1023,1437.15,1572.76,1457.23,1583.71,954.43
AP5B1,102.97,100.13,75.64,181.28,138.1,47.5,79.45,59.55,96.68,50.98,147.06,177.53,57.49,195.72,120.94,144.01,156.59,88.88,173.85,63.45,111.99,170.25,120.1,50.63,60.82,123.5,112.77
PPIB,12943.04,15934.98,11189.6,6983.79,11189.6,8022.41,14561.8,14361.31,12244.81,11112.3,5366.37,23656.34,6079.61,14065.74,10659.59,32767,11424.74,5913.33,12764.83,15285.81,12076.21,9088.59,15285.81,18178.19,12076.21,7642.41,19892.37
ITFG2,616.37,493.56,551.56,738.29,353.59,325.29,463.65,532.74,547.75,447.82,470.14,466.88,656.11,460.44,384.34,616.37,2090.03,555.41,616.37,921.88,536.45,466.88,660.68,373.81,387.02,441.64,414.87
ZBTB20,30.34,4.03,29.91,57.49,33.06,18.84,14.35,15.45,8.85,4.39,981.29,18.56,6.16,42.41,11.13,6.57,24.99,7.82,7.51,3.03,24.99,10.47,9.56,3.72,37.59,48.87,15.45
TNFAIP6,241.19,180.02,356.05,170.25,1359.57,175.07,269.6,872.1,195.72,94.01,255,305.55,24.46,384.34,94.67,193.01,540.19,95.34,420.68,122.64,348.71,325.29,438.59,194.36,226.54,39.22,480.04
C3,5112.16,4181.07,7966.99,13399.51,19214.73,3540.14,8305.36,6516.03,8305.36,13492.72,8538.88,6935.54,242.88,6037.61,1143.1,8778.97,6792.79,708.18,2701.35,6745.86,5479.15,4575.41,29531.18,17197.56,1769.57,3467.27,7433.4
FAM159A,22.43,17.77,31.22,56.28,21.01,24.81,13.42,42.11,40.93,36.27,20.41,13.12,0.65,5.28,2.43,24.28,27.44,0.36,8.92,21.32,10.24,13.52,64.8,1.64,3.26,12.36,38.4
AC226150.4,26.67,38.12,36.27,19.97,42.11,28.65,49.91,41.22,33.78,79.45,29.91,34.26,53.19,24.11,17.13,48.52,7.46,0,68.55,31.22,53.57,19.82,66.65,75.64,4.58,123.5,21.01
PLEC,941.27,3395.89,967.76,1378.57,1447.15,1304.15,1066.48,759.08,928.3,1340.84,921.88,1008.9,1359.57,2224.63,444.72,961.07,738.29,2573.36,255,1322.37,1519.15,1304.15,915.51,339.14,633.73,988.12,1572.76
CAMKMT,92.05,198.47,135.24,85.82,70.51,202.66,113.56,149.12,154.42,166.73,85.82,271.48,141.02,161.02,91.41,126.12,155.5,206.94,151.22,103.69,142.01,91.41,165.57,198.47,110.43,128.79,111.21
ANKRD13C,193.01,199.85,237.86,161.02,260.38,136.19,293.07,269.6,229.72,157.68,441.64,127.89,229.72,246.28,318.57,136.19,363.56,191.67,728.11,120.94,197.09,334.46,152.28,258.57,224.97,198.47,323.03
C14orf119,708.18,1216.75,1733.13,1259.69,1617,1407.55,1561.89,2178.83,2255.7,941.27,1216.75,1583.71,1540.37,1322.37,1498.22,1685.71,954.43,1639.59,921.88,1529.73,1127.35,738.29,1697.45,2335.28,1769.57,1183.45,1369.04
RPP40,110.43,265.87,260.38,158.79,285.03,242.88,166.73,277.2,229.72,312,162.14,848.22,246.28,96.68,258.57,417.77,567.1,228.13,684.02,275.28,214.27,312,187.71,796.86,361.04,334.46,211.31
MTMR1,450.94,295.11,343.89,361.04,314.17,253.23,381.68,309.83,361.04,173.85,441.64,332.14,281.09,327.56,23.59,242.88,563.18,195.72,395.18,414.87,426.57,476.71,314.17,258.57,476.71,563.18,373.81
C1orf95,1.1,1.58,303.44,223.41,16.63,2.51,12.64,5.06,2.07,9.78,16.03,2.51,78.34,13.83,2.29,3.69,18.16,1.45,2.01,1.22,11.04,1.11,18.7,66.18,2.29,182.55,1.25
AC011530.4,8.06,8.78,2.81,2.03,4.58,1.99,4.62,0,0,33.3,5.32,5.63,3.69,12.18,9.78,21.47,0,0,4.58,17.64,3.14,0,5.41,0,0,11.82,3.96
PLEKHA4,309.83,599.49,195.72,1044.52,638.15,109.66,159.9,743.43,318.57,226.54,334.46,327.56,82.29,529.06,58.71,208.38,1030.12,536.45,633.73,723.08,1127.35,171.45,1037.29,860.08,599.49,77.25,209.84
SATB2,18.16,32.13,16.51,23.08,30.12,12.36,76.71,47.17,11.47,10.16,26.28,40.93,22.43,40.36,58.71,5.92,17.13,332.14,5.68,17.38,41.81,17.25,34.02,10.31,39.5,21.94,38.67
RPAIN,808,343.89,660.68,642.59,521.76,674.59,543.96,612.11,688.78,454.09,514.56,473.41,947.83,518.15,603.67,629.35,808,620.67,490.14,785.88,575.03,373.81,454.09,591.22,633.73,571.05,329.84
ABCB9,164.42,197.09,30.34,173.85,41.22,166.73,265.87,58.71,287.01,346.29,99.43,59.55,118.43,132.44,80.57,115.97,77.79,87.03,237.86,147.06,67.59,67.12,102.25,265.87,186.4,156.59,265.87
TFB2M,612.11,567.1,830.75,423.61,503.95,753.83,909.17,480.04,525.39,454.09,947.83,825,460.44,279.14,351.14,497,536.45,480.04,1088.92,1487.87,703.28,521.76,363.56,1104.13,518.15,698.41,381.68
KIRREL2,1.51,1.71,5.36,0.99,0.71,0.66,0.71,1.01,0.62,1.38,1.71,8.19,1.5,4.13,4.7,1.55,6.52,48.18,0,0.36,2.71,6.06,0.67,0,0.6,2.78,1.41
NPIPA7,423.61,1498.22,127.89,1111.82,587.13,698.41,191.67,860.08,633.73,1745.2,249.73,283.05,476.71,325.29,441.64,348.71,629.35,450.94,647.07,896.64,339.14,204.07,1467.37,1794.29,486.75,271.48,220.32
TAB2,417.77,1781.89,525.39,785.88,733.19,1104.13,785.88,796.86,432.53,466.88,961.07,796.86,1159.07,819.3,1015.93,723.08,1135.2,713.11,2004.85,896.64,1088.92,796.86,638.15,656.11,718.08,1674.06,1127.35
CHCHD4,480.04,376.41,307.69,323.03,255,591.22,351.14,258.57,305.55,258.57,126.12,836.53,325.29,376.41,547.75,289.02,457.25,363.56,540.19,629.35,281.09,395.18,275.28,361.04,426.57,275.28,384.34
NCL,5672.41,12502.12,9151.82,7081.29,11992.79,9606.86,9151.82,10440.2,10225.32,9151.82,1963.57,21172.91,9945.68,12764.83,5479.15,10883.59,8479.89,10733.74,17927.91,9808.75,7589.61,10368.08,7537.18,10733.74,9215.48,9673.69,11504.21
NFE2L3,198.47,164.42,275.28,198.47,220.32,256.78,155.5,195.72,400.71,343.89,525.39,575.03,1991,195.72,112.77,463.65,497,82.29,432.53,90.77,199.85,669.92,128.79,177.53,249.73,1037.29,239.52
PSMD3,1857.6,1896.65,1950,2119.22,1605.83,3039.3,1685.71,1883.54,2434.5,28923.41,1359.57,2895.31,3146.52,2367.9,10014.87,2664.15,2209.26,2224.63,1477.58,2047,2609.3,3589.58,1605.83,23009.42,4836.35,3768.09,2701.35
ZFPM1,77.79,67.59,71,105.89,48.52,70.51,146.03,41.81,86.43,95.34,18.03,18.56,110.43,35.76,127.89,12.36,13.32,194.36,15.91,55.1,92.05,34.51,66.65,9.48,72.01,45.85,22.59
MMAB,1151.06,476.71,902.89,620.67,718.08,684.02,1066.48,629.35,575.03,1051.79,312,669.92,854.13,616.37,928.3,775.05,563.18,775.05,1008.9,723.08,698.41,718.08,708.18,660.68,693.58,669.92,1044.52
TBX18,24.46,30.56,31.67,82.29,70.51,30.56,34.26,76.71,21.47,22.26,83.45,195.72,2.76,56.28,18.7,22.1,1216.75,10.39,12.74,12.45,40.93,21.32,47.5,3.92,31,14.89,59.13
BAMBI,88.26,1519.15,860.08,1540.37,2645.74,1529.73,47.5,215.77,151.22,1001.93,1437.15,329.84,5076.84,483.38,1030.12,638.15,37.05,612.11,10.08,4095,3874.05,22.59,2090.03,1167.14,2047,16727.26,343.89
CTHRC1,2163.77,4328.55,3901.01,1769.57,2319.15,1936.53,2384.37,6745.86,1721.16,1794.29,1135.2,1832.01,525.39,2835.7,738.29,2537.92,5006.93,255,1088.92,1498.22,2287.2,2255.7,4903.87,2271.4,3018.3,1295.13,3955.48
RHCG,0.38,0.41,1.45,4.66,2.51,7.75,0.77,2.78,0.38,117.6,8.65,76.17,0,3.96,8.51,2.86,15.45,0,7.75,3.53,2.81,1.64,8.92,2.63,38.12,0.38,3.26
DERL1,1427.22,4736.79,1870.53,1175.27,1304.15,2777.33,1909.85,1111.82,1447.15,1304.15,802.41,1896.65,2434.5,1896.65,1417.35,1487.87,1286.18,2701.35,866.07,3847.29,1757.34,1487.87,1037.29,3081.75,1397.83,2645.74,3190.46
ZNF599,169.07,69.52,127.89,198.47,81.14,208.38,98.04,108.9,101.54,143.01,101.54,234.57,164.42,104.42,171.45,131.51,85.82,101.54,121.79,104.42,212.78,145.02,131.51,43.94,106.63,91.41,71
SOCS5,299.25,273.37,426.57,232.94,480.04,181.28,241.19,299.25,194.36,148.09,480.04,336.79,169.07,307.69,175.07,193.01,371.22,232.94,463.65,117.6,265.87,223.41,173.85,136.19,149.12,295.11,237.86
KIAA1324,3614.55,1936.53,6121.9,6983.79,3982.99,4937.99,5147.73,4358.66,4512.4,1936.53,3235.01,536.45,1832.01,2032.85,4239.45,1044.52,146.03,2816.11,2061.24,2271.4,3847.29,753.83,2855.44,2935.74,1844.76,9344.14,1447.15
LINC00998,836.53,884.29,1127.35,665.29,848.22,1088.92,1216.75,2224.63,1088.92,733.19,1331.57,848.22,728.11,769.69,988.12,1540.37,2739.08,1167.14,2400.97,708.18,921.88,1304.15,1191.69,1143.1,1081.39,1350.18,718.08
LRP2,14.67,3.69,909.17,13.32,1081.39,120.94,361.04,1,212.78,8.38,303.44,0.96,607.87,656.11,2209.26,156.59,10,1388.16,0.3,457.25,733.19,3.35,208.38,316.37,6.52,1096.5,1242.34
NYNRIN,74.58,197.09,108.14,232.94,63,120.1,115.97,84.04,55.89,24.11,63,78.89,37.85,412,165.57,194.36,348.71,395.18,87.03,57.49,65.26,34.75,72.52,91.41,291.04,43.63,130.6
SEMA4D,343.89,406.31,209.84,819.3,237.86,457.25,195.72,220.32,450.94,503.95,607.87,551.56,195.72,273.37,275.28,511,511,480.04,291.04,301.33,242.88,295.11,341.51,293.07,503.95,616.37,251.48
PCSK4,151.22,39.22,53.19,256.78,70.01,56.68,83.45,97.36,199.85,249.73,13.32,4.1,204.07,78.89,116.78,2.23,9.63,176.29,12.18,92.05,95.34,78.89,180.02,75.64,30.12,48.87,38.95
FOCAD,199.85,258.57,329.84,309.83,329.84,343.89,412,420.68,406.31,173.85,693.58,62.56,258.57,312,249.73,244.57,713.11,454.09,289.02,150.17,334.46,303.44,226.54,361.04,392.44,175.07,351.14
CDCP2,2.07,0,0,0.39,3.92,2.94,0,0.4,0,1.19,9.06,0,0,0,0.41,0.38,0.4,0.39,4.78,0,0.79,3.53,0,29.27,1.66,0.73,0.42
KPNA1,1073.91,1572.76,981.29,780.44,1073.91,1322.37,651.58,915.51,624.99,679.29,624.99,967.76,890.44,915.51,1127.35,587.13,1191.69,743.43,567.1,854.13,713.11,1359.57,543.96,1259.69,1322.37,1508.65,1104.13
TRA2B,2367.9,3515.68,2417.67,1794.29,3124.78,3280.18,3103.19,2319.15,2367.9,1819.35,2915.45,4066.71,1733.13,2061.24,2148.82,2485.67,2591.27,2351.53,2178.83,2701.35,1628.26,2032.85,2133.97,2645.74,3928.15,2303.12,2163.77
COX16,1369.04,1977.24,1685.71,733.19,1208.34,1191.69,2758.13,1769.57,2739.08,941.27,1199.98,1745.2,1909.85,775.05,2047,878.17,1572.76,769.69,1397.83,1819.35,1340.84,981.29,1870.53,2555.58,1199.98,1551.09,1674.06
SYMPK,813.63,1674.06,674.59,915.51,642.59,830.75,1051.79,909.17,1277.29,2287.2,473.41,708.18,1127.35,1143.1,1030.12,954.43,769.69,1225.22,1051.79,1233.75,1111.82,981.29,1277.29,941.27,967.76,1340.84,808
TRAF6,113.56,165.57,171.45,169.07,202.66,74.58,103.69,169.07,107.38,64.8,262.2,155.5,123.5,131.51,94.67,197.09,170.25,217.27,218.79,99.43,130.6,149.12,94.01,146.03,98.04,127,155.5
EBI3,66.18,20.56,100.13,211.31,86.43,90.14,43.02,50.63,66.18,127.89,43.02,44.89,3.2,37.59,8.06,73.03,74.58,26.86,31,47.84,34.51,28.65,265.87,53.95,22.75,103.69,31.22
SYPL1,2287.2,2075.59,4419.52,2758.13,2485.67,2434.5,2255.7,2075.59,2997.45,1350.18,1340.84,1191.69,1191.69,1896.65,1769.57,4388.98,2935.74,738.29,2796.65,1651,2997.45,3039.3,1896.65,1583.71,1313.23,1639.59,2895.31
KRTAP5-7,2.48,2.1,3.82,1.68,0,0,2.12,1.03,0,0,16.63,2.29,3.06,0.73,1.39,0,0,1.58,0,2.81,3.11,0,0.68,0,1.5,0,1.43
TWSG1,785.88,612.11,1250.98,412,529.06,277.2,232.94,708.18,454.09,249.73,775.05,638.15,379.04,575.03,543.96,414.87,674.59,161.02,441.64,234.57,406.31,591.22,353.59,116.78,376.41,514.56,599.49
AP000974.1,1.62,4.28,1.11,1.73,3.92,1.38,4.66,1.43,2.25,3.96,15.8,2.03,4.35,2.58,14.14,0.69,4.46,3.56,1.28,0.77,3.2,5.45,5.11,0,3.35,1.66,0.41
FAM175B,381.68,334.46,316.37,307.69,318.57,228.13,241.19,299.25,293.07,169.07,435.55,205.5,314.17,242.88,423.61,305.55,624.99,277.2,234.57,269.6,249.73,454.09,232.94,309.83,339.14,371.22,397.93
AGPAT9,36.53,12.74,21.01,52.08,277.2,24.28,23.08,34.75,20.26,11.82,128.79,117.6,50.27,42.41,46.18,189.02,87.03,19.82,22.43,16.15,31.67,29.7,50.27,15.22,40.36,12.45,36.01
LCORL,123.5,157.68,132.44,105.89,88.26,98.04,125.24,120.94,111.21,49.21,287.01,73.03,118.43,116.78,145.02,149.12,152.28,110.43,53.57,97.36,85.22,156.59,56.28,40.36,48.87,125.24,156.59
SMIM20,1081.39,902.89,403.5,647.07,438.59,518.15,432.53,583.07,142.01,575.03,579.04,460.44,674.59,417.77,595.34,420.68,470.14,275.28,669.92,698.41,460.44,480.04,708.18,493.56,417.77,275.28,624.99
DCAF17,181.28,152.28,214.27,234.57,198.47,253.23,143.01,172.65,158.79,145.02,420.68,229.72,228.13,197.09,1359.57,122.64,334.46,215.77,323.03,64.8,171.45,248,111.21,438.59,103.69,293.07,175.07
LCP2,493.56,490.14,220.32,954.43,1127.35,555.41,151.22,633.73,480.04,575.03,651.58,307.69,66.18,320.8,258.57,432.53,1059.11,191.67,119.26,343.89,271.48,579.04,647.07,320.8,100.13,540.19,713.11
FAM156B,341.51,231.32,169.07,258.57,162.14,204.07,180.02,191.67,158.79,435.55,195.72,221.86,221.86,303.44,194.36,368.65,353.59,208.38,518.15,406.31,214.27,241.19,356.05,175.07,327.56,195.72,180.02
WNT1,1.31,0,0,2.12,0,0.36,0,0.37,1.97,0.75,0.01,0,0.33,0,0,0,0,0,0,0,0,0.67,1.77,0,2.2,1,0
FAM102B,2319.15,151.22,346.29,511,297.17,163.28,199.85,260.38,162.14,69.03,466.88,400.71,336.79,406.31,1225.22,521.76,234.57,1745.2,287.01,127.89,152.28,395.18,143.01,164.42,249.73,249.73,241.19
URGCP,490.14,518.15,426.57,684.02,518.15,334.46,507.46,470.14,460.44,450.94,423.61,500.46,258.57,389.72,363.56,332.14,417.77,507.46,511,297.17,579.04,457.25,457.25,281.09,264.03,376.41,403.5
PODXL,218.79,368.65,607.87,753.83,961.07,674.59,878.17,723.08,363.56,258.57,808,551.56,273.37,703.28,713.11,2720.15,1191.69,426.57,878.17,420.68,651.58,547.75,426.57,309.83,289.02,256.78,620.67
CRNKL1,1427.22,848.22,748.61,718.08,457.25,616.37,718.08,813.63,759.08,830.75,1225.22,723.08,1936.53,543.96,941.27,587.13,651.58,1001.93,764.36,679.29,967.76,277.2,684.02,1233.75,1183.45,1135.2,785.88
CACNA2D2,236.21,38.67,157.68,299.25,87.65,145.02,178.77,41.81,206.94,37.05,34.26,4.9,320.8,69.03,368.65,5.02,21.94,409.15,24.11,136.19,58.71,112.77,143.01,94.01,412,612.11,48.87
